 parcel_id,land_use,property_address, property_city, sale_date, sale_price, sold_as_vacant,acreage, neighborhood, land_value,building_value, total_value,finished_area,year_built, bed_rooms,full_bath,half_bath
147 16 0 004.00,SINGLE FAMILY,4900  MILLERWOOD DR,NASHVILLE,2015-02-13,174900,No,0.35,4028,32000,102400,136400,1425,1960,3,1,1
148 01 0 229.00,DUPLEX,212 A  WALLACE RD,NASHVILLE,2015-02-23,91500,No,0.32,3927,28000,80000,108000,1816,1986,4,2,0
148 01 0 232.00,DUPLEX,212 C  WALLACE RD,NASHVILLE,2015-02-23,91500,No,0.31,3927,28000,81400,109400,1816,1986,4,2,0
148 05 0 145.00,SINGLE FAMILY,335  DADE DR,NASHVILLE,2015-02-24,67000,No,0.92,3927,26000,117700,160100,1550,1958,2,2,0
160 04 0 095.00,SINGLE FAMILY,406  RITCHIE DR,NASHVILLE,2015-02-23,350000,No,0.68,4026,55000,235700,290700,2211.09503,1965,3,2,0
160 04 0 171.00,SINGLE FAMILY,510  BRENTVIEW HILLS DR,NASHVILLE,2015-02-03,342000,No,0.55,4026,55000,230900,285900,2109,1971,3,2,0
161 09 0 098.00,ZERO LOT LINE,5528  THALMAN DR,BRENTWOOD,2015-02-03,214000,No,0.24,4027,28800,117100,145900,1377,1988,3,2,0
161 11 0 054.00,SINGLE FAMILY,553  HUNTINGTON PKWY,NASHVILLE,2015-02-25,224900,No,0.27,4028,34000,151700,185700,2100,1972,3,2,0
162 02 0 233.00,SINGLE FAMILY,174  SHEILA DR,ANTIOCH,2015-02-10,118000,No,0.28,3929,24000,81600,105600,1275,1971,3,1,1
162 03 0 132.00,SINGLE FAMILY,332  BART DR,ANTIOCH,2015-02-11,125000,No,0.32,3928,17000,79800,96800,1575,1972,3,2,0
162 03 0 299.00,SINGLE FAMILY,612  TUSCARORA CT,ANTIOCH,2015-02-10,143000,No,0.22,3928,17000,83600,100600,2200,1976,3,3,0
162 07 0 122.00,SINGLE FAMILY,104  TUSCULUM RD,ANTIOCH,2015-02-11,150000,No,0.29,3929,24000,103700,127700,2100,1979,3,2,0
162 10 0 092.00,SINGLE FAMILY,609  SUE DR,ANTIOCH,2015-02-25,120000,No,0.27,3929,24000,81700,105700,1208,1973,3,2,0
162 10 0 164.00,SINGLE FAMILY,545  BROOK VIEW ESTATES DR,ANTIOCH,2015-02-12,139000,No,0.29,3929,24000,81700,105700,1250,1976,3,2,0
171 04 0 035.00,SINGLE FAMILY,5640  CLOVERMEADE DR,BRENTWOOD,2015-02-13,444250,No,0.92,4027,66000,314600,380600,3138.75,1985,4,3,0
173 01 0 037.00,SINGLE FAMILY,628  MONTE CARLO DR,ANTIOCH,2015-02-25,189900,No,0.34,4079,25000,138900,163900,1881,1983,4,2,0
173 01 0 116.00,SINGLE FAMILY,252  CEDARMONT CIR,NASHVILLE,2015-02-23,128100,No,0.23,4079,25000,81200,106200,1281,1979,3,2,0
092 06 0 471.00,SINGLE FAMILY,2603  BATAVIA ST,NASHVILLE,2015-02-13,65000,No,0.09,1129,9000,33000,42000,885,1955,2,1,0
103 02 0 246.00,SINGLE FAMILY,5717  MAUDINA AVE,NASHVILLE,2015-02-24,194800,No,0.44,3330,38500,153000,233600,2555.58002,1954,4,4,0
103 03 0 125.00,SINGLE FAMILY,4900  IDAHO AVE,NASHVILLE,2015-02-13,528000,No,0.2,2526,150000,182400,358200,1933.65002,1935,4,3,0
103 03 0 126.00,SINGLE FAMILY,4902  IDAHO AVE,NASHVILLE,2015-02-23,712900,No,0.17,2526,150000,510200,660200,3650,2014,4,4,0
103 04 0 340.00,SINGLE FAMILY,4105  MEDIA ST,NASHVILLE,2015-02-02,594300,No,0.24,2526,150000,359000,509000,2617.67999,2012,3,2,1
103 12 0 112.00,SINGLE FAMILY,4017  ABERDEEN RD,NASHVILLE,2015-02-09,345000,No,0.22,2626,195000,712100,907100,4220.5,2015,4,4,0
104 05 0 040.00,SINGLE FAMILY,3708  MURPHY RD,NASHVILLE,2015-02-20,271000,No,0.18,2526,150000,64600,214600,1140,1924,2,1,0
104 05 0 203.00,SINGLE FAMILY,3707  MEADOWBROOK AVE,NASHVILLE,2015-02-12,730000,No,0.29,2626,175000,299400,510900,2368.25,1935,4,3,0
104 05 0 288.00,SINGLE FAMILY,3606  CENTRAL AVE,NASHVILLE,2015-02-11,808500,No,0.23,2626,195000,467600,662600,3542,1930,4,3,1
104 13 0 091.00,SINGLE FAMILY,233  CRAIGHEAD AVE,NASHVILLE,2015-02-23,467500,No,0.27,2626,180000,226700,406700,1537,1935,2,1,0
104 14 0 058.00,SINGLE FAMILY,2808  WESTMORELAND DR,NASHVILLE,2015-02-12,542193,No,0.33,2426,234000,227800,483600,2140,1928,3,2,0
115 01 0 007.00,SINGLE FAMILY,935  RODNEY DR,NASHVILLE,2015-02-18,275000,No,0.91,4428,150000,109400,259400,1830,1960,4,1,1
115 03 0 104.00,SINGLE FAMILY,705  WESLEYWOOD DR,NASHVILLE,2015-02-17,437600,No,0.89,4426,135000,174900,311000,2092,1957,3,3,0
115 11 0 112.00,SINGLE FAMILY,6230  BRESSLYN RD,NASHVILLE,2015-02-23,566000,No,0.98,4429,190000,306100,496100,2933,1951,3,3,0
115 12 0 072.00,SINGLE FAMILY,6105  BRESSLYN RD,NASHVILLE,2015-02-06,420000,No,1.03,4429,190000,559700,749700,4655,2016,5,4,1
116 03 0 081.00,SINGLE FAMILY,135  KENNER AVE,NASHVILLE,2015-02-13,325000,No,0.23,3227,190000,131300,326500,1346,1925,3,1,0
116 09 0 065.00,SINGLE FAMILY,5943  SEDBERRY RD,NASHVILLE,2015-02-06,905000,No,1,4429,190000,741400,964700,4733,1960,4,5,0
116 12 0 103.00,SINGLE FAMILY,3700  ESTES RD,NASHVILLE,2015-02-16,662000,No,1.56,3228,340200,307900,661000,3962.75,1940,4,3,0
116 15 0 074.00,SINGLE FAMILY,4324  SIGNAL HILL DR,NASHVILLE,2015-02-26,986000,No,0.4,9026,394900,245300,641700,4030.32003,1938,4,3,0
117 04 0 350.00,SINGLE FAMILY,2942  PRIMROSE CIR,NASHVILLE,2015-02-12,240400,No,0.12,2229,180000,71000,251000,1094,1941,3,1,1
117 08 0 140.00,SINGLE FAMILY,1511  FERGUSON AVE,NASHVILLE,2015-02-05,305000,No,0.19,2226,180000,544500,734400,3415,1930,3,3,0
118 01 0 290.00,SINGLE FAMILY,911  GILMORE AVE,NASHVILLE,2015-02-05,331000,No,0.18,1626,140000,506800,659700,3865.5,2015,4,3,1
118 09 0 094.00,SINGLE FAMILY,1039  DRAUGHON AVE,NASHVILLE,2015-02-12,453000,No,0.3,3726,175000,170600,348900,1960,1938,4,3,0
118 13 0 124.00,SINGLE FAMILY,3615  GENERAL BATE DR,NASHVILLE,2015-02-05,419000,No,0.27,3726,175000,177200,352200,1868,1951,3,2,0
118 13 0 125.00,SINGLE FAMILY,3613  GENERAL BATE DR,NASHVILLE,2015-02-24,337750,No,0.25,3726,175000,116100,291100,1467,1952,2,1,0
129 02 0 020.00,SINGLE FAMILY,6509  JOCELYN HOLLOW RD,NASHVILLE,2015-02-12,400000,No,1.2,4430,175000,195500,370500,2810,1955,3,2,0
129 08 0 134.00,SINGLE FAMILY,104  ALTON RD,NASHVILLE,2015-02-20,600000,No,0.5,4327,295000,187800,483800,2548,1954,5,3,0
130 01 0 133.00,SINGLE FAMILY,230  HARDING PL,NASHVILLE,2015-02-18,590000,No,0.26,4328,290000,334600,624600,2839.70001,1993,3,2,0
130 02 0 039.00,SINGLE FAMILY,104  WINDSOR DR,NASHVILLE,2015-02-16,1350000,No,0.44,4328,363800,658800,1043200,4717,1928,5,4,1
130 02 0 063.00,SINGLE FAMILY,100  PEMBROKE AVE,NASHVILLE,2015-02-06,765000,No,0.26,4328,290000,364500,662900,2963,1936,3,4,0
130 03 0 113.00,SINGLE FAMILY,615  WESTVIEW AVE,NASHVILLE,2015-02-06,1475000,No,1.43,9026,895600,517100,1556900,7738.19995,1969,5,6,0
132 05 0 090.00,SINGLE FAMILY,4304  LEALAND LN,NASHVILLE,2015-02-20,386000,No,0.5,3727,200000,127500,327500,1610,1950,2,2,0
142 02 0 177.00,SINGLE FAMILY,7404  HARNESS DR,NASHVILLE,2015-02-03,223000,No,0.29,6733,34000,153300,187300,1950,1970,3,2,0
142 06 0 078.00,ZERO LOT LINE,137  WILLIAMSBURG WEST CT,NASHVILLE,2015-02-02,145000,No,0.17,6727,25000,110500,135500,1697,1983,2,1,1
142 15 0 046.00,SINGLE FAMILY,613  HARPETH PKWY E,NASHVILLE,2015-02-13,200000,No,1.08,6737,56700,128500,185200,2052,1965,4,2,0
144 16 0 014.00,SINGLE FAMILY,5925  TIMOTHY DR,NASHVILLE,2015-02-23,1256000,No,1.19,9226,315000,980000,1332400,4941,2014,4,4,1
156 05 0 019.00,SINGLE FAMILY,965  HARPETH BEND DR,NASHVILLE,2015-02-25,183000,No,0.36,6737,40500,110300,150800,1148,1984,3,1,1
158 03 0 062.00,SINGLE FAMILY,6104  PINEHURST DR,NASHVILLE,2015-02-09,395000,No,1.66,9226,283500,139500,423000,2541,1959,3,1,1
158 07 0 007.00,SINGLE FAMILY,1912  CROMWELL DR,NASHVILLE,2015-02-05,420000,No,2.29,9226,328900,125600,454500,2612,1962,4,3,0
158 07 0 010.00,SINGLE FAMILY,1813  KINGSBURY DR,NASHVILLE,2015-02-18,524900,No,4.17,9226,393100,135500,528600,2480,1955,3,3,0
158 11 0 060.00,SINGLE FAMILY,100  BALLEROY DR,BRENTWOOD,2015-02-25,1750000,No,2.07,9226,350700,1590900,1941600,7735,2006,5,6,2
159 02 0 040.00,SINGLE FAMILY,1316  BEDDINGTON PARK,NASHVILLE,2015-02-03,875000,No,1.25,9226,180000,717900,897900,5185,1995,5,4,0
081 02 0 144.00,SINGLE FAMILY,1728  PECAN ST,NASHVILLE,2015-02-02,57000,No,0.17,3326,11000,42700,54100,892,1968,2,1,0
081 07 0 265.00,SINGLE FAMILY,1806  15TH AVE N,NASHVILLE,2015-02-17,65000,No,0.16,226,11000,58700,69700,1230,1930,3,2,0
081 10 0 313.00,SINGLE FAMILY,1626  25TH AVE N,NASHVILLE,2015-02-20,35000,No,0.14,3326,13000,30100,43100,663,1940,2,1,0
081 11 0 168.00,SINGLE FAMILY,1710  DR D B TODD JR BLVD,NASHVILLE,2015-02-13,44500,No,0.07,226,13000,35300,48300,844,1920,2,1,0
081 11 0 495.00,VACANT RESIDENTIAL LAND,1718  ARTHUR AVE,NASHVILLE,2015-02-09,36500,Yes,0.11,226,13000,157200,174200,2053,2016,4,2,1
081 15 0 263.00,SINGLE FAMILY,1520  14TH AVE N,NASHVILLE,2015-02-12,55000,No,0.1,226,13000,49200,62200,1288,1929,3,1,0
090 08 0 191.00,SINGLE FAMILY,743  CROLEY DR,NASHVILLE,2015-02-13,169000,No,0.14,3329,18000,95800,120800,850,1969,2,1,0
090 12 0 091.00,SINGLE FAMILY,501  FOUNDRY DR,NASHVILLE,2015-02-18,208000,No,0.32,3328,31000,112500,143500,1456,1957,2,1,1
090 15 0 072.00,SINGLE FAMILY,455  ANNEX AVE,NASHVILLE,2015-02-24,211000,No,0.28,3328,31000,137200,168200,2300,1962,3,1,1
091 04 0 046.00,SINGLE FAMILY,1038  40TH AVE N,NASHVILLE,2015-02-23,40000,No,0.14,1127,20000,83000,103000,942,1947,3,1,0
091 06 0 298.00,SINGLE FAMILY,5610  KENTUCKY AVE,NASHVILLE,2015-02-04,345000,No,0.14,1226,45000,267400,312400,2700,2014,3,2,1
091 07 0 081.00,SINGLE FAMILY,5312  TENNESSEE AVE,NASHVILLE,2015-02-03,112897,No,0.15,1226,45000,117900,167900,1298,1920,2,1,0
091 07 0 167.00,SINGLE FAMILY,4710  KENTUCKY AVE,NASHVILLE,2015-02-06,210000,No,0.17,1226,45000,88600,137500,1196,1933,3,1,0
091 07 0 199.00,CHURCH,5300  KENTUCKY AVE,NASHVILLE,2015-02-06,160000,No,0.09,1226,45000,219700,264700,2210,2016,3,3,0
091 07 0 291.00,SINGLE FAMILY,5210 A  MICHIGAN AVE,NASHVILLE,2015-02-05,310000,No,0.09,1226,45000,177400,222400,1672,2014,3,2,1
091 07 0 389.00,SINGLE FAMILY,5301 A  LOUISIANA AVE,NASHVILLE,2015-02-10,324900,No,0.13,1226,45000,210300,259100,2012,2014,3,2,1
091 07 0 389.00,SINGLE FAMILY,5301 A  LOUISIANA AVE,NASHVILLE,2015-02-10,324900,No,0.13,1226,45000,210300,259100,2012,2014,3,2,1
091 07 0 393.00,VACANT RESIDENTIAL LAND,5222  KENTUCKY AVE,NASHVILLE,2015-02-06,160000,Yes,0.12,1226,45000,234500,279500,2350,2016,4,3,1
091 08 0 056.00,SINGLE FAMILY,1011  43RD AVE N,NASHVILLE,2015-02-23,69900,No,0.17,1127,20000,41600,61600,1150,1940,3,2,0
091 10 0 379.00,SINGLE FAMILY,906  DELRAY DR,NASHVILLE,2015-02-13,120000,No,0.17,1228,21000,69400,95500,704,1954,2,1,0
091 11 0 066.00,SINGLE FAMILY,4908  ILLINOIS AVE,NASHVILLE,2015-02-23,145000,No,0.12,1226,50000,43900,95200,1008,1930,3,2,0
092 06 0 282.00,SINGLE FAMILY,815  31ST AVE N,NASHVILLE,2015-02-20,41500,No,0.17,1127,13000,49400,62400,1087,1960,2,1,0
102 03 0 053.00,SINGLE FAMILY,510  CONTINENTAL DR,NASHVILLE,2015-02-20,160000,No,0.25,3328,31000,116000,147000,1500,1965,3,1,0
059 11 0 234.00,SINGLE FAMILY,601  LANE CT,NASHVILLE,2015-02-20,75000,No,0.22,3533,21000,83500,107200,1761,1971,3,1,0
059 16 0 011.00,SINGLE FAMILY,2517  GARDNER LN,NASHVILLE,2015-02-06,72500,No,0.78,3534,21000,76800,97800,3076,1958,3,3,0
070 09 0 072.00,SINGLE FAMILY,2212  COURTNEY AVE,NASHVILLE,2015-02-13,75000,No,0.43,3528,16200,81800,98000,1921.5,1958,2,1,0
071 14 0 084.00,SINGLE FAMILY,120  FERN AVE,NASHVILLE,2015-02-10,195000,No,0.35,3527,11000,66700,77700,1820,1990,4,2,0
080 07 0 046.00,SINGLE FAMILY,3311  PANORAMA DR,NASHVILLE,2015-02-10,50000,No,0.3,3536,14000,58100,75600,1418,1968,3,1,0
007 15 0 044.00,SINGLE FAMILY,2050  GRACELAND DR,GOODLETTSVILLE,2015-02-10,279900,No,1.28,6826,40000,238900,278900,3489.59997,1985,3,3,0
018 07 0 019.00,SINGLE FAMILY,203  UTLEY DR,GOODLETTSVILLE,2015-02-10,170800,No,0.94,9326,30800,145800,176600,2176.16003,1960,3,2,0
018 07 0 109.00,SINGLE FAMILY,105  BRYAN HOUSE DR,GOODLETTSVILLE,2015-02-09,80000,No,0.39,9326,28000,103800,131800,1606,1977,3,2,0
041 07 0 088.00,SINGLE FAMILY,3790  MARYDALE DR,NASHVILLE,2015-02-20,131000,No,0.4,6829,20000,91700,111700,1350,1965,3,1,0
041 16 0 030.00,SINGLE FAMILY,1127  TUCKAHOE DR,NASHVILLE,2015-02-13,171444,No,0.51,6829,22000,88100,112000,1826,1956,2,1,0
060 02 0 072.00,SINGLE FAMILY,3076  RICHMOND HILL DR,NASHVILLE,2015-02-19,145000,No,0.3,4827,20000,80300,100300,1984,1963,3,1,1
034 05 0 088.00,SINGLE FAMILY,206  ALTA LOMA RD,MADISON,2015-02-04,91000,No,0.28,9327,15000,67200,82600,1130,1961,3,1,0
034 13 0 281.00,SINGLE FAMILY,617  MONTICELLO CT,MADISON,2015-02-13,169900,No,0.35,6929,24500,105000,129500,1508,1999,3,3,0
034 13 0 291.00,SINGLE FAMILY,1333  APPLE VALLEY RD,MADISON,2015-02-06,139900,No,0.31,6929,24500,93400,117900,1393,1997,3,2,0
042 12 0 043.00,SINGLE FAMILY,510  CHARLES DR,MADISON,2015-02-20,112500,No,0.51,6928,24000,95200,119200,1184,1950,3,1,0
043 09 0 242.00,SINGLE FAMILY,259  DULING AVE,MADISON,2015-02-20,55000,No,0.28,6950,18000,60000,78000,1121.39999,1948,4,1,0
043 13 0 212.00,SINGLE FAMILY,400  MAPLE ST,MADISON,2015-02-06,165000,No,0.25,6927,16000,53800,77300,976,1935,2,1,1
051 12 0 063.00,SINGLE FAMILY,1218  ARGLE AVE,MADISON,2015-02-09,66000,No,0.24,6927,16000,102000,118000,1648,1953,3,1,0
052 01 0 038.00,SINGLE FAMILY,232  HARRIS ST,MADISON,2015-02-06,165000,No,0.2,6927,16000,46400,64200,994,1948,3,1,0
052 01 0 228.00,SINGLE FAMILY,733  WALNUT ST,MADISON,2015-02-03,85000,No,0.3,6927,16000,93600,110100,1290,1944,2,1,0
052 08 0 042.00,SINGLE FAMILY,1205  BLACKFOOT CT,MADISON,2015-02-09,142000,No,0.32,6926,27000,108300,135300,1717,1971,3,2,0
052 09 0 025.00,SINGLE FAMILY,1013  FALLS AVE,MADISON,2015-02-02,425000,No,1.21,6926,60000,361800,421800,5340,1940,4,3,0
053 13 0 042.00,SINGLE FAMILY,1524  JOE PYRON DR,MADISON,2015-02-06,126000,No,0.34,6926,27000,86100,113100,1513,1990,3,2,0
060 12 0 128.00,SINGLE FAMILY,110  HART LN,NASHVILLE,2015-02-02,164900,No,0.55,4832,18000,105200,123200,1152,1950,3,1,0
061 03 0 070.00,SINGLE FAMILY,4824  GRINSTEAD PL,NASHVILLE,2015-02-24,135000,No,0.27,7332,29900,89600,119500,1100,1952,2,1,0
061 07 0 027.00,SINGLE FAMILY,907  BROADMOOR DR,NASHVILLE,2015-02-14,87000,No,0.19,7332,26000,94700,120700,888,1950,2,1,0
061 08 0 140.00,SINGLE FAMILY,4611  MEDORA ST,NASHVILLE,2015-02-06,259900,No,0.69,7327,59300,130400,189700,2544,1950,3,2,0
061 10 0 091.00,SINGLE FAMILY,4112  EDWARDS AVE,NASHVILLE,2015-02-13,165000,No,0.52,4830,20000,109600,129600,980,1960,3,1,0
061 10 0 110.00,SINGLE FAMILY,3852  SAUNDERS AVE,NASHVILLE,2015-02-06,139000,No,0.52,4830,20000,101100,121100,1008,1978,3,1,0
061 11 0 044.00,SINGLE FAMILY,912  VIRGINIA AVE,NASHVILLE,2015-02-20,116000,No,0.59,7332,40500,48800,89300,725,1948,2,1,0
061 11 0 053.00,SINGLE FAMILY,4001 B  BURRUS ST,NASHVILLE,2015-02-17,368500,No,0.26,7332,30000,261800,291800,2580,2014,3,2,1
061 12 0 159.00,SINGLE FAMILY,1150  RIVERWOOD DR,NASHVILLE,2015-02-12,295000,No,0.22,7328,30000,171300,201300,1666.5,1948,3,2,0
061 14 0 077.00,SINGLE FAMILY,1058  HORSESHOE DR,NASHVILLE,2015-02-11,170000,No,0.23,7332,30000,78100,112100,840,1948,2,1,0
061 14 0 163.00,SINGLE FAMILY,3720  HILLTOP LN,NASHVILLE,2015-02-25,195000,No,0.34,7332,30000,96200,139800,1262,1950,3,1,0
061 15 0 126.00,SINGLE FAMILY,1212  ARDEE AVE,NASHVILLE,2015-02-26,150000,No,0.17,7328,30000,122600,154800,1278,1942,2,1,0
061 15 0 127.00,VACANT RESIDENTIAL LAND,1212  ARDEE AVE,NASHVILLE,2015-02-26,150000,No,0.17,7328,30000,308400,338400,2085.5,2016,3,2,1
061 15 0 137.00,SINGLE FAMILY,1219  SUNNYMEADE DR,NASHVILLE,2015-02-23,202000,No,0.17,7328,30000,115500,145500,1084,1950,3,1,0
061 15 0 150.00,SINGLE FAMILY,1123  SUNNYMEADE DR,NASHVILLE,2015-02-18,240000,No,0.19,7328,30000,177300,207300,1992,1950,3,2,0
061 15 0 272.00,SINGLE FAMILY,3900  OXFORD ST,NASHVILLE,2015-02-18,309900,No,0.14,7328,30000,276300,306300,1685,2014,3,2,1
061 16 0 356.00,SINGLE FAMILY,1248  SUNNYMEADE DR,NASHVILLE,2015-02-13,100000,No,0.22,7328,33000,110100,144000,1350,1951,3,1,1
071 08 0 011.00,VACANT RESIDENTIAL LAND,332  QUEEN AVE,NASHVILLE,2015-02-13,17500,Yes,0.16,4832,10000,108800,118800,1350,2015,3,2,0
071 08 0 177.00,SINGLE FAMILY,520  NORTON AVE,NASHVILLE,2015-02-23,100000,No,0.22,4832,15000,80300,95300,1164,1951,4,1,0
071 08 0 190.00,SINGLE FAMILY,2003  JONES AVE,NASHVILLE,2015-02-10,47000,No,0.22,4832,15000,42100,57100,1089,1948,2,1,0
071 11 0 497.00,SINGLE FAMILY,1537  LUTON ST,NASHVILLE,2015-02-24,119000,No,0.21,3426,15000,83600,98600,1062,2004,3,2,0
071 15 0 075.00,SINGLE FAMILY,129  EASTMORELAND ST,NASHVILLE,2015-02-13,178000,No,0.17,3426,15000,112900,131400,1176,1925,3,2,0
071 15 0 150.00,VACANT RESIDENTIAL LAND,1332 B  PENNOCK AVE,NASHVILLE,2015-02-05,120000,Yes,0.1,3426,10500,236900,247400,1775,2015,3,3,0
071 15 0 158.00,DUPLEX,1314  PENNOCK AVE,NASHVILLE,2015-02-13,124000,No,0.22,3426,15000,93500,108500,1798,1938,4,2,0
071 15 0 280.00,SINGLE FAMILY,1206  JOSEPH AVE,NASHVILLE,2015-02-06,120500,No,0.16,2026,27000,120300,147300,1086,1930,3,1,0
071 15 0 331.00,SINGLE FAMILY,1231  N 2ND ST,NASHVILLE,2015-02-06,174947,No,0.2,2026,27000,133100,160100,1568,1940,4,2,0
071 15 0 519.00,VACANT RESIDENTIAL LAND,1332 A  PENNOCK AVE,NASHVILLE,2015-02-05,120000,Yes,0.1,3426,10500,237800,248300,1798,2015,3,3,0
071 16 0 358.00,SINGLE FAMILY,1313  N 5TH ST,NASHVILLE,2015-02-20,110000,No,0.19,3426,15000,92700,107700,925,1965,2,1,0
072 03 0 284.00,SINGLE FAMILY,1140  GREENFIELD AVE,NASHVILLE,2015-02-19,574900,No,0.33,7328,40000,469700,520200,3432,1918,2,2,1
072 03 0 392.00,SINGLE FAMILY,1301  SHELTON AVE,NASHVILLE,2015-02-20,419500,No,0.22,7328,37000,345700,382700,2443.5,2014,4,3,0
072 04 0 042.00,SINGLE FAMILY,1414  SHELTON AVE,NASHVILLE,2015-02-25,230000,No,0.25,7328,37000,121400,158400,1514,1948,2,2,0
072 09 0 085.00,SINGLE FAMILY,1511  JEWEL ST,NASHVILLE,2015-02-05,164900,No,0.23,3426,15000,105400,122600,1068,1948,2,1,1
072 11 0 089.00,SINGLE FAMILY,2901  BRANCH CT,NASHVILLE,2015-02-12,173000,No,0.35,3627,25000,109000,149300,1728,1957,3,1,0
072 12 0 190.00,SINGLE FAMILY,1923  PINEHURST DR,NASHVILLE,2015-02-20,165000,No,0.41,7331,32000,138000,170000,1606.5,1961,3,2,0
072 12 0 207.00,SINGLE FAMILY,1709  LITTON AVE,NASHVILLE,2015-02-24,207000,No,0.21,7330,26000,100800,128700,1084,1942,2,1,0
072 14 0 085.00,SINGLE FAMILY,1124  CHESTER AVE,NASHVILLE,2015-02-13,190000,No,0.3,2726,54000,88300,142300,1120,1950,3,1,0
072 14 0 188.00,SINGLE FAMILY,1410  STRAIGHTWAY AVE,NASHVILLE,2015-02-18,169900,No,0.2,2726,45000,43800,88800,716,1950,2,1,0
072 14 0 191.00,SINGLE FAMILY,1413  DOUGLAS AVE,NASHVILLE,2015-02-20,308500,No,0.22,2726,45000,202000,247000,1868,1899,3,2,0
072 15 0 177.00,SINGLE FAMILY,1620  PORTER AVE,NASHVILLE,2015-02-09,129900,No,0.16,3627,25000,75600,100600,1108,1947,3,2,0
072 16 0 168.00,SINGLE FAMILY,1516  PRESTON DR,NASHVILLE,2015-02-03,229000,No,0.28,3626,29900,135300,165200,1277,1955,3,1,0
073 05 0 002.00,SINGLE FAMILY,2218  FERNWOOD DR,NASHVILLE,2015-02-02,164000,No,0.32,7330,30000,75800,105800,850,1950,2,1,0
073 05 0 209.00,DUPLEX,2050  COOPER LN,NASHVILLE,2015-02-20,70000,No,0.38,7329,36500,84200,120700,2112,1972,4,4,0
073 05 0 209.00,DUPLEX,2050  COOPER LN,NASHVILLE,2015-02-20,50000,No,0.38,7329,36500,84200,120700,2112,1972,4,4,0
073 09 0 237.00,ZERO LOT LINE,2349  COOPER TER,NASHVILLE,2015-02-13,150000,No,0.11,7329,15000,30000,45000,775,1984,2,1,0
073 09 0 264.00,ZERO LOT LINE,2347  COOPER TER,NASHVILLE,2015-02-13,150000,No,0.12,7329,15000,29200,44200,744,1984,2,1,0
073 09 0 265.00,ZERO LOT LINE,2351  COOPER TER,NASHVILLE,2015-02-13,150000,No,0.12,7329,15000,29200,44200,744,1984,2,1,0
073 13 0 029.00,SINGLE FAMILY,1932  VALLEY PARK DR,NASHVILLE,2015-02-13,167000,No,0.29,7331,32000,144800,176800,1386,1960,2,1,0
082 03 0 424.00,SINGLE FAMILY,325  CLEVELAND ST,NASHVILLE,2015-02-09,135000,No,0.19,2026,27000,110200,137200,1200,2002,3,2,0
082 04 0 196.00,SINGLE FAMILY,870  SHARPE AVE,NASHVILLE,2015-02-12,70000,No,0.21,3628,14000,110700,124700,1050,1923,2,2,0
082 04 0 287.00,SINGLE FAMILY,829  SEYMOUR AVE,NASHVILLE,2015-02-13,139900,No,0.14,3628,35000,74600,109600,756,1950,2,1,0
082 04 0 388.00,SINGLE FAMILY,917  PETWAY AVE,NASHVILLE,2015-02-23,346775,No,0.17,3628,35000,197200,235700,2131.5,1950,3,2,0
082 07 0 049.00,SINGLE FAMILY,807  N 2ND ST,NASHVILLE,2015-02-13,206500,No,0.2,2026,27000,140800,181200,1367,1920,3,2,0
082 08 0 124.00,SINGLE FAMILY,908  W EASTLAND AVE,NASHVILLE,2015-02-23,352000,No,0.21,1926,35000,176200,211200,1837.5,1935,5,2,1
082 08 0 262.00,SINGLE FAMILY,413  HART AVE,NASHVILLE,2015-02-19,284500,No,0.17,1926,24000,149400,173400,1377,1932,3,2,0
083 02 0 040.00,SINGLE FAMILY,1419  GREENWOOD AVE,NASHVILLE,2015-02-13,215000,No,0.24,2726,60300,127800,202600,1092,1930,2,1,0
083 06 0 311.00,SINGLE FAMILY,1507  STRATTON AVE,NASHVILLE,2015-02-17,439000,No,0.21,2326,100000,202800,320000,2040,1920,3,2,0
083 06 0 351.00,SINGLE FAMILY,510  N 17TH ST,NASHVILLE,2015-02-20,545000,No,0.15,2326,68000,384900,452900,2748,2014,4,3,1
083 07 0 119.00,SINGLE FAMILY,809  PORTER RD,NASHVILLE,2015-02-12,395000,No,0.41,2726,43900,237100,281000,2346.71997,1950,5,3,1
083 08 0 056.00,SINGLE FAMILY,910  PRESTON DR,NASHVILLE,2015-02-03,264900,No,0.65,3629,40000,130000,170000,1578,1961,3,1,0
083 08 0 081.00,SINGLE FAMILY,1004  POTTER LN,NASHVILLE,2015-02-06,279900,No,0.26,3629,35000,162000,197000,1501.44,1958,3,2,0
083 09 0 103.00,SINGLE FAMILY,1305  FORREST AVE,NASHVILLE,2015-02-13,380000,No,0.18,2326,100000,222900,330200,1532,1901,3,2,0
083 10 0 136.00,SINGLE FAMILY,1624  ORDWAY PL,NASHVILLE,2015-02-05,65000,No,0.13,2326,85000,82100,167100,1040,1925,2,1,0
083 12 0 191.00,SINGLE FAMILY,2612  DIXON DR,NASHVILLE,2015-02-06,210000,No,0.32,3629,35000,176100,211100,2268,1968,4,2,1
083 13 0 152.00,SINGLE FAMILY,1314  LILLIAN ST,NASHVILLE,2015-02-13,431000,No,0.16,2326,85000,225300,310300,1979.25,2014,3,2,1
083 13 0 381.00,SINGLE FAMILY,1519  RUSSELL ST,NASHVILLE,2015-02-17,529900,No,0.2,2326,93500,371300,464800,2795.65002,2000,4,3,0
